,Date,Day,count,status,country
763,5/28/2014,67,1.0,Cases,Spain
1739,5/28/2014,67,0.0,Deaths,Spain
641,5/28/2014,67,4.0,Cases,UnitedStates
1617,5/28/2014,67,1.0,Deaths,UnitedStates
32,6/1/2014,71,328.0,Cases,Guinea
1008,6/1/2014,71,208.0,Deaths,Guinea
154,6/1/2014,71,13.0,Cases,Liberia
1130,6/1/2014,71,12.0,Deaths,Liberia
886,6/1/2014,71,7.0,Cases,Mali
1862,6/1/2014,71,6.0,Deaths,Mali
398,6/1/2014,71,20.0,Cases,Nigeria
1374,6/1/2014,71,8.0,Deaths,Nigeria
520,6/1/2014,71,1.0,Cases,Senegal
1496,6/1/2014,71,0.0,Deaths,Senegal
276,6/1/2014,71,79.0,Cases,SierraLeone
1252,6/1/2014,71,6.0,Deaths,SierraLeone
764,6/1/2014,71,1.0,Cases,Spain
1740,6/1/2014,71,0.0,Deaths,Spain
642,6/1/2014,71,4.0,Cases,UnitedStates
1618,6/1/2014,71,1.0,Deaths,UnitedStates
33,6/3/2014,73,344.0,Cases,Guinea
1009,6/3/2014,73,215.0,Deaths,Guinea
155,6/3/2014,73,13.0,Cases,Liberia
1131,6/3/2014,73,12.0,Deaths,Liberia
887,6/3/2014,73,7.0,Cases,Mali
1863,6/3/2014,73,6.0,Deaths,Mali
399,6/3/2014,73,20.0,Cases,Nigeria
1375,6/3/2014,73,8.0,Deaths,Nigeria
521,6/3/2014,73,1.0,Cases,Senegal
1497,6/3/2014,73,0.0,Deaths,Senegal
277,6/3/2014,73,79.0,Cases,SierraLeone
1253,6/3/2014,73,6.0,Deaths,SierraLeone
765,6/3/2014,73,1.0,Cases,Spain
1741,6/3/2014,73,0.0,Deaths,Spain
643,6/3/2014,73,4.0,Cases,UnitedStates
1619,6/3/2014,73,1.0,Deaths,UnitedStates
34,6/5/2014,75,344.0,Cases,Guinea
1010,6/5/2014,75,215.0,Deaths,Guinea
156,6/5/2014,75,13.0,Cases,Liberia
1132,6/5/2014,75,12.0,Deaths,Liberia
888,6/5/2014,75,7.0,Cases,Mali
1864,6/5/2014,75,6.0,Deaths,Mali
400,6/5/2014,75,20.0,Cases,Nigeria
1376,6/5/2014,75,8.0,Deaths,Nigeria
522,6/5/2014,75,1.0,Cases,Senegal
1498,6/5/2014,75,0.0,Deaths,Senegal
278,6/5/2014,75,81.0,Cases,SierraLeone
1254,6/5/2014,75,6.0,Deaths,SierraLeone
766,6/5/2014,75,1.0,Cases,Spain
1742,6/5/2014,75,0.0,Deaths,Spain
644,6/5/2014,75,4.0,Cases,UnitedStates
1620,6/5/2014,75,1.0,Deaths,UnitedStates
35,6/10/2014,80,351.0,Cases,Guinea
1011,6/10/2014,80,226.0,Deaths,Guinea
157,6/10/2014,80,13.0,Cases,Liberia
1133,6/10/2014,80,24.0,Deaths,Liberia
889,6/10/2014,80,7.0,Cases,Mali
1865,6/10/2014,80,6.0,Deaths,Mali
401,6/10/2014,80,20.0,Cases,Nigeria
1377,6/10/2014,80,8.0,Deaths,Nigeria
523,6/10/2014,80,1.0,Cases,Senegal
1499,6/10/2014,80,0.0,Deaths,Senegal
279,6/10/2014,80,89.0,Cases,SierraLeone
1255,6/10/2014,80,7.0,Deaths,SierraLeone
767,6/10/2014,80,1.0,Cases,Spain
1743,6/10/2014,80,0.0,Deaths,Spain
645,6/10/2014,80,4.0,Cases,UnitedStates
1621,6/10/2014,80,1.0,Deaths,UnitedStates
36,6/16/2014,86,398.0,Cases,Guinea
1012,6/16/2014,86,264.0,Deaths,Guinea
158,6/16/2014,86,33.0,Cases,Liberia
1134,6/16/2014,86,24.0,Deaths,Liberia
890,6/16/2014,86,7.0,Cases,Mali
1866,6/16/2014,86,6.0,Deaths,Mali
402,6/16/2014,86,20.0,Cases,Nigeria
1378,6/16/2014,86,8.0,Deaths,Nigeria
524,6/16/2014,86,1.0,Cases,Senegal
1500,6/16/2014,86,0.0,Deaths,Senegal
280,6/16/2014,86,89.0,Cases,SierraLeone
1256,6/16/2014,86,7.0,Deaths,SierraLeone
768,6/16/2014,86,1.0,Cases,Spain
1744,6/16/2014,86,0.0,Deaths,Spain
646,6/16/2014,86,4.0,Cases,UnitedStates
1622,6/16/2014,86,1.0,Deaths,UnitedStates
37,6/17/2014,87,398.0,Cases,Guinea
1013,6/17/2014,87,264.0,Deaths,Guinea
159,6/17/2014,87,33.0,Cases,Liberia
1135,6/17/2014,87,24.0,Deaths,Liberia
891,6/17/2014,87,7.0,Cases,Mali
1867,6/17/2014,87,6.0,Deaths,Mali
403,6/17/2014,87,20.0,Cases,Nigeria
1379,6/17/2014,87,8.0,Deaths,Nigeria
525,6/17/2014,87,1.0,Cases,Senegal
1501,6/17/2014,87,0.0,Deaths,Senegal
281,6/17/2014,87,97.0,Cases,SierraLeone
1257,6/17/2014,87,49.0,Deaths,SierraLeone
769,6/17/2014,87,1.0,Cases,Spain
1745,6/17/2014,87,0.0,Deaths,Spain
647,6/17/2014,87,4.0,Cases,UnitedStates
1623,6/17/2014,87,1.0,Deaths,UnitedStates
38,6/18/2014,88,390.0,Cases,Guinea
1014,6/18/2014,88,267.0,Deaths,Guinea
160,6/18/2014,88,33.0,Cases,Liberia
1136,6/18/2014,88,24.0,Deaths,Liberia
892,6/18/2014,88,7.0,Cases,Mali
1868,6/18/2014,88,6.0,Deaths,Mali
404,6/18/2014,88,20.0,Cases,Nigeria
1380,6/18/2014,88,8.0,Deaths,Nigeria
526,6/18/2014,88,1.0,Cases,Senegal
1502,6/18/2014,88,0.0,Deaths,Senegal
282,6/18/2014,88,136.0,Cases,SierraLeone
1258,6/18/2014,88,28.0,Deaths,SierraLeone
770,6/18/2014,88,1.0,Cases,Spain
1746,6/18/2014,88,0.0,Deaths,Spain
648,6/18/2014,88,4.0,Cases,UnitedStates
1624,6/18/2014,88,1.0,Deaths,UnitedStates
39,6/19/2014,89,390.0,Cases,Guinea
1015,6/19/2014,89,267.0,Deaths,Guinea
161,6/19/2014,89,41.0,Cases,Liberia
1137,6/19/2014,89,25.0,Deaths,Liberia
893,6/19/2014,89,7.0,Cases,Mali
1869,6/19/2014,89,6.0,Deaths,Mali
405,6/19/2014,89,20.0,Cases,Nigeria
1381,6/19/2014,89,8.0,Deaths,Nigeria
527,6/19/2014,89,1.0,Cases,Senegal
1503,6/19/2014,89,0.0,Deaths,Senegal
283,6/19/2014,89,136.0,Cases,SierraLeone
1259,6/19/2014,89,28.0,Deaths,SierraLeone
771,6/19/2014,89,1.0,Cases,Spain
1747,6/19/2014,89,0.0,Deaths,Spain
649,6/19/2014,89,4.0,Cases,UnitedStates
1625,6/19/2014,89,1.0,Deaths,UnitedStates
40,6/20/2014,90,390.0,Cases,Guinea
1016,6/20/2014,90,270.0,Deaths,Guinea
162,6/20/2014,90,41.0,Cases,Liberia
1138,6/20/2014,90,25.0,Deaths,Liberia
894,6/20/2014,90,7.0,Cases,Mali
1870,6/20/2014,90,6.0,Deaths,Mali
406,6/20/2014,90,20.0,Cases,Nigeria
1382,6/20/2014,90,8.0,Deaths,Nigeria
528,6/20/2014,90,1.0,Cases,Senegal
1504,6/20/2014,90,0.0,Deaths,Senegal
284,6/20/2014,90,158.0,Cases,SierraLeone
1260,6/20/2014,90,34.0,Deaths,SierraLeone
772,6/20/2014,90,1.0,Cases,Spain
1748,6/20/2014,90,0.0,Deaths,Spain
650,6/20/2014,90,4.0,Cases,UnitedStates
1626,6/20/2014,90,1.0,Deaths,UnitedStates
41,6/22/2014,92,390.0,Cases,Guinea
1017,6/22/2014,92,270.0,Deaths,Guinea
163,6/22/2014,92,51.0,Cases,Liberia
1139,6/22/2014,92,34.0,Deaths,Liberia
895,6/22/2014,92,7.0,Cases,Mali
1871,6/22/2014,92,6.0,Deaths,Mali
407,6/22/2014,92,20.0,Cases,Nigeria
1383,6/22/2014,92,8.0,Deaths,Nigeria
529,6/22/2014,92,1.0,Cases,Senegal
1505,6/22/2014,92,0.0,Deaths,Senegal
285,6/22/2014,92,158.0,Cases,SierraLeone
1261,6/22/2014,92,34.0,Deaths,SierraLeone
773,6/22/2014,92,1.0,Cases,Spain
1749,6/22/2014,92,0.0,Deaths,Spain
651,6/22/2014,92,4.0,Cases,UnitedStates
1627,6/22/2014,92,1.0,Deaths,UnitedStates
42,6/30/2014,100,413.0,Cases,Guinea
1018,6/30/2014,100,303.0,Deaths,Guinea
164,6/30/2014,100,107.0,Cases,Liberia
1140,6/30/2014,100,65.0,Deaths,Liberia
896,6/30/2014,100,7.0,Cases,Mali
1872,6/30/2014,100,6.0,Deaths,Mali
408,6/30/2014,100,20.0,Cases,Nigeria
1384,6/30/2014,100,8.0,Deaths,Nigeria
530,6/30/2014,100,1.0,Cases,Senegal
1506,6/30/2014,100,0.0,Deaths,Senegal
286,6/30/2014,100,239.0,Cases,SierraLeone
1262,6/30/2014,100,99.0,Deaths,SierraLeone
774,6/30/2014,100,1.0,Cases,Spain
1750,6/30/2014,100,0.0,Deaths,Spain
652,6/30/2014,100,4.0,Cases,UnitedStates
1628,6/30/2014,100,1.0,Deaths,UnitedStates
43,7/2/2014,102,412.0,Cases,Guinea
1019,7/2/2014,102,305.0,Deaths,Guinea
165,7/2/2014,102,115.0,Cases,Liberia
1141,7/2/2014,102,75.0,Deaths,Liberia
897,7/2/2014,102,7.0,Cases,Mali
1873,7/2/2014,102,6.0,Deaths,Mali
409,7/2/2014,102,20.0,Cases,Nigeria
1385,7/2/2014,102,8.0,Deaths,Nigeria
531,7/2/2014,102,1.0,Cases,Senegal
1507,7/2/2014,102,0.0,Deaths,Senegal
287,7/2/2014,102,252.0,Cases,SierraLeone
1263,7/2/2014,102,101.0,Deaths,SierraLeone
775,7/2/2014,102,1.0,Cases,Spain
1751,7/2/2014,102,0.0,Deaths,Spain
653,7/2/2014,102,4.0,Cases,UnitedStates
1629,7/2/2014,102,1.0,Deaths,UnitedStates
44,7/6/2014,106,408.0,Cases,Guinea
1020,7/6/2014,106,307.0,Deaths,Guinea
166,7/6/2014,106,131.0,Cases,Liberia
1142,7/6/2014,106,84.0,Deaths,Liberia
898,7/6/2014,106,7.0,Cases,Mali
1874,7/6/2014,106,6.0,Deaths,Mali
410,7/6/2014,106,20.0,Cases,Nigeria
1386,7/6/2014,106,8.0,Deaths,Nigeria
532,7/6/2014,106,1.0,Cases,Senegal
1508,7/6/2014,106,0.0,Deaths,Senegal
288,7/6/2014,106,305.0,Cases,SierraLeone
1264,7/6/2014,106,127.0,Deaths,SierraLeone
776,7/6/2014,106,1.0,Cases,Spain
1752,7/6/2014,106,0.0,Deaths,Spain
654,7/6/2014,106,4.0,Cases,UnitedStates
1630,7/6/2014,106,1.0,Deaths,UnitedStates
45,7/8/2014,108,409.0,Cases,Guinea
1021,7/8/2014,108,309.0,Deaths,Guinea
167,7/8/2014,108,142.0,Cases,Liberia
1143,7/8/2014,108,88.0,Deaths,Liberia
899,7/8/2014,108,7.0,Cases,Mali
1875,7/8/2014,108,6.0,Deaths,Mali
411,7/8/2014,108,20.0,Cases,Nigeria
1387,7/8/2014,108,8.0,Deaths,Nigeria
533,7/8/2014,108,1.0,Cases,Senegal
1509,7/8/2014,108,0.0,Deaths,Senegal
289,7/8/2014,108,337.0,Cases,SierraLeone
1265,7/8/2014,108,142.0,Deaths,SierraLeone
777,7/8/2014,108,1.0,Cases,Spain
1753,7/8/2014,108,0.0,Deaths,Spain
655,7/8/2014,108,4.0,Cases,UnitedStates
1631,7/8/2014,108,1.0,Deaths,UnitedStates
46,7/12/2014,112,406.0,Cases,Guinea
1022,7/12/2014,112,304.0,Deaths,Guinea
168,7/12/2014,112,172.0,Cases,Liberia
1144,7/12/2014,112,105.0,Deaths,Liberia
900,7/12/2014,112,7.0,Cases,Mali
1876,7/12/2014,112,6.0,Deaths,Mali
412,7/12/2014,112,20.0,Cases,Nigeria
1388,7/12/2014,112,8.0,Deaths,Nigeria
534,7/12/2014,112,1.0,Cases,Senegal
1510,7/12/2014,112,0.0,Deaths,Senegal
290,7/12/2014,112,386.0,Cases,SierraLeone
1266,7/12/2014,112,194.0,Deaths,SierraLeone
778,7/12/2014,112,1.0,Cases,Spain
1754,7/12/2014,112,0.0,Deaths,Spain
656,7/12/2014,112,4.0,Cases,UnitedStates
1632,7/12/2014,112,1.0,Deaths,UnitedStates
47,7/14/2014,114,411.0,Cases,Guinea
1023,7/14/2014,114,310.0,Deaths,Guinea
169,7/14/2014,114,174.0,Cases,Liberia
1145,7/14/2014,114,106.0,Deaths,Liberia
901,7/14/2014,114,7.0,Cases,Mali
1877,7/14/2014,114,6.0,Deaths,Mali
413,7/14/2014,114,20.0,Cases,Nigeria
1389,7/14/2014,114,8.0,Deaths,Nigeria
535,7/14/2014,114,1.0,Cases,Senegal
1511,7/14/2014,114,0.0,Deaths,Senegal
291,7/14/2014,114,397.0,Cases,SierraLeone
1267,7/14/2014,114,197.0,Deaths,SierraLeone
779,7/14/2014,114,1.0,Cases,Spain
1755,7/14/2014,114,0.0,Deaths,Spain
657,7/14/2014,114,4.0,Cases,UnitedStates
1633,7/14/2014,114,1.0,Deaths,UnitedStates
48,7/17/2014,117,410.0,Cases,Guinea
1024,7/17/2014,117,310.0,Deaths,Guinea
170,7/17/2014,117,196.0,Cases,Liberia
1146,7/17/2014,117,116.0,Deaths,Liberia
902,7/17/2014,117,7.0,Cases,Mali
1878,7/17/2014,117,6.0,Deaths,Mali
414,7/17/2014,117,20.0,Cases,Nigeria
1390,7/17/2014,117,8.0,Deaths,Nigeria
536,7/17/2014,117,1.0,Cases,Senegal
1512,7/17/2014,117,0.0,Deaths,Senegal
292,7/17/2014,117,442.0,Cases,SierraLeone
1268,7/17/2014,117,206.0,Deaths,SierraLeone
780,7/17/2014,117,1.0,Cases,Spain
1756,7/17/2014,117,0.0,Deaths,Spain
658,7/17/2014,117,4.0,Cases,UnitedStates
1634,7/17/2014,117,1.0,Deaths,UnitedStates
49,7/20/2014,120,415.0,Cases,Guinea
1025,7/20/2014,120,314.0,Deaths,Guinea
171,7/20/2014,120,224.0,Cases,Liberia
1147,7/20/2014,120,127.0,Deaths,Liberia
903,7/20/2014,120,7.0,Cases,Mali
1879,7/20/2014,120,6.0,Deaths,Mali
415,7/20/2014,120,20.0,Cases,Nigeria
1391,7/20/2014,120,8.0,Deaths,Nigeria
537,7/20/2014,120,1.0,Cases,Senegal
1513,7/20/2014,120,0.0,Deaths,Senegal
293,7/20/2014,120,454.0,Cases,SierraLeone
1269,7/20/2014,120,219.0,Deaths,SierraLeone
781,7/20/2014,120,1.0,Cases,Spain
1757,7/20/2014,120,0.0,Deaths,Spain
659,7/20/2014,120,4.0,Cases,UnitedStates
1635,7/20/2014,120,1.0,Deaths,UnitedStates
50,7/23/2014,123,427.0,Cases,Guinea
1026,7/23/2014,123,319.0,Deaths,Guinea
172,7/23/2014,123,249.0,Cases,Liberia
1148,7/23/2014,123,129.0,Deaths,Liberia
904,7/23/2014,123,7.0,Cases,Mali
1880,7/23/2014,123,6.0,Deaths,Mali
416,7/23/2014,123,0.0,Cases,Nigeria
1392,7/23/2014,123,0.0,Deaths,Nigeria
538,7/23/2014,123,1.0,Cases,Senegal
1514,7/23/2014,123,0.0,Deaths,Senegal
294,7/23/2014,123,525.0,Cases,SierraLeone
1270,7/23/2014,123,224.0,Deaths,SierraLeone
782,7/23/2014,123,1.0,Cases,Spain
1758,7/23/2014,123,0.0,Deaths,Spain
660,7/23/2014,123,4.0,Cases,UnitedStates
1636,7/23/2014,123,1.0,Deaths,UnitedStates
51,7/27/2014,126,460.0,Cases,Guinea
1027,7/27/2014,126,339.0,Deaths,Guinea
173,7/27/2014,126,329.0,Cases,Liberia
1149,7/27/2014,126,156.0,Deaths,Liberia
905,7/27/2014,126,7.0,Cases,Mali
1881,7/27/2014,126,6.0,Deaths,Mali
417,7/27/2014,126,1.0,Cases,Nigeria
1393,7/27/2014,126,1.0,Deaths,Nigeria
539,7/27/2014,126,1.0,Cases,Senegal
1515,7/27/2014,126,0.0,Deaths,Senegal
295,7/27/2014,126,533.0,Cases,SierraLeone
1271,7/27/2014,126,233.0,Deaths,SierraLeone
783,7/27/2014,126,1.0,Cases,Spain
1759,7/27/2014,126,0.0,Deaths,Spain
661,7/27/2014,126,4.0,Cases,UnitedStates
1637,7/27/2014,126,1.0,Deaths,UnitedStates
52,7/30/2014,129,472.0,Cases,Guinea
1028,7/30/2014,129,346.0,Deaths,Guinea
174,7/30/2014,129,391.0,Cases,Liberia
1150,7/30/2014,129,227.0,Deaths,Liberia
906,7/30/2014,129,7.0,Cases,Mali
1882,7/30/2014,129,6.0,Deaths,Mali
418,7/30/2014,129,3.0,Cases,Nigeria
1394,7/30/2014,129,1.0,Deaths,Nigeria
540,7/30/2014,129,1.0,Cases,Senegal
1516,7/30/2014,129,0.0,Deaths,Senegal
296,7/30/2014,129,574.0,Cases,SierraLeone
1272,7/30/2014,129,252.0,Deaths,SierraLeone
784,7/30/2014,129,1.0,Cases,Spain
1760,7/30/2014,129,0.0,Deaths,Spain
662,7/30/2014,129,4.0,Cases,UnitedStates
1638,7/30/2014,129,1.0,Deaths,UnitedStates
53,8/1/2014,132,485.0,Cases,Guinea
1029,8/1/2014,132,358.0,Deaths,Guinea
175,8/1/2014,132,468.0,Cases,Liberia
1151,8/1/2014,132,255.0,Deaths,Liberia
907,8/1/2014,132,7.0,Cases,Mali
1883,8/1/2014,132,6.0,Deaths,Mali
419,8/1/2014,132,4.0,Cases,Nigeria
1395,8/1/2014,132,1.0,Deaths,Nigeria
541,8/1/2014,132,1.0,Cases,Senegal
1517,8/1/2014,132,0.0,Deaths,Senegal
297,8/1/2014,132,646.0,Cases,SierraLeone
1273,8/1/2014,132,273.0,Deaths,SierraLeone
785,8/1/2014,132,1.0,Cases,Spain
1761,8/1/2014,132,0.0,Deaths,Spain
663,8/1/2014,132,4.0,Cases,UnitedStates
1639,8/1/2014,132,1.0,Deaths,UnitedStates
54,8/4/2014,135,495.0,Cases,Guinea
1030,8/4/2014,135,363.0,Deaths,Guinea
176,8/4/2014,135,516.0,Cases,Liberia
1152,8/4/2014,135,282.0,Deaths,Liberia
908,8/4/2014,135,7.0,Cases,Mali
1884,8/4/2014,135,6.0,Deaths,Mali
420,8/4/2014,135,9.0,Cases,Nigeria
1396,8/4/2014,135,1.0,Deaths,Nigeria
542,8/4/2014,135,1.0,Cases,Senegal
1518,8/4/2014,135,0.0,Deaths,Senegal
298,8/4/2014,135,691.0,Cases,SierraLeone
1274,8/4/2014,135,286.0,Deaths,SierraLeone
786,8/4/2014,135,1.0,Cases,Spain
1762,8/4/2014,135,0.0,Deaths,Spain
664,8/4/2014,135,4.0,Cases,UnitedStates
1640,8/4/2014,135,1.0,Deaths,UnitedStates
55,8/6/2014,137,495.0,Cases,Guinea
1031,8/6/2014,137,367.0,Deaths,Guinea
177,8/6/2014,137,554.0,Cases,Liberia
1153,8/6/2014,137,294.0,Deaths,Liberia
909,8/6/2014,137,7.0,Cases,Mali
1885,8/6/2014,137,6.0,Deaths,Mali
421,8/6/2014,137,13.0,Cases,Nigeria
1397,8/6/2014,137,2.0,Deaths,Nigeria
543,8/6/2014,137,1.0,Cases,Senegal
1519,8/6/2014,137,0.0,Deaths,Senegal
299,8/6/2014,137,717.0,Cases,SierraLeone
1275,8/6/2014,137,298.0,Deaths,SierraLeone
787,8/6/2014,137,1.0,Cases,Spain
1763,8/6/2014,137,0.0,Deaths,Spain
665,8/6/2014,137,4.0,Cases,UnitedStates
1641,8/6/2014,137,1.0,Deaths,UnitedStates
56,8/9/2014,140,506.0,Cases,Guinea
1032,8/9/2014,140,373.0,Deaths,Guinea
178,8/9/2014,140,599.0,Cases,Liberia
1154,8/9/2014,140,323.0,Deaths,Liberia
910,8/9/2014,140,7.0,Cases,Mali
1886,8/9/2014,140,6.0,Deaths,Mali
422,8/9/2014,140,13.0,Cases,Nigeria
1398,8/9/2014,140,2.0,Deaths,Nigeria
544,8/9/2014,140,1.0,Cases,Senegal
1520,8/9/2014,140,0.0,Deaths,Senegal
300,8/9/2014,140,730.0,Cases,SierraLeone
1276,8/9/2014,140,315.0,Deaths,SierraLeone
788,8/9/2014,140,1.0,Cases,Spain
1764,8/9/2014,140,0.0,Deaths,Spain
666,8/9/2014,140,4.0,Cases,UnitedStates
1642,8/9/2014,140,1.0,Deaths,UnitedStates
57,8/11/2014,142,510.0,Cases,Guinea
1033,8/11/2014,142,377.0,Deaths,Guinea
179,8/11/2014,142,670.0,Cases,Liberia
1155,8/11/2014,142,355.0,Deaths,Liberia
911,8/11/2014,142,7.0,Cases,Mali
1887,8/11/2014,142,6.0,Deaths,Mali
423,8/11/2014,142,12.0,Cases,Nigeria
1399,8/11/2014,142,3.0,Deaths,Nigeria
545,8/11/2014,142,1.0,Cases,Senegal
1521,8/11/2014,142,0.0,Deaths,Senegal
301,8/11/2014,142,783.0,Cases,SierraLeone
1277,8/11/2014,142,334.0,Deaths,SierraLeone
789,8/11/2014,142,1.0,Cases,Spain
1765,8/11/2014,142,0.0,Deaths,Spain
667,8/11/2014,142,4.0,Cases,UnitedStates
1643,8/11/2014,142,1.0,Deaths,UnitedStates
58,8/13/2014,144,519.0,Cases,Guinea
1034,8/13/2014,144,380.0,Deaths,Guinea
180,8/13/2014,144,786.0,Cases,Liberia
1156,8/13/2014,144,413.0,Deaths,Liberia
912,8/13/2014,144,7.0,Cases,Mali
1888,8/13/2014,144,6.0,Deaths,Mali
424,8/13/2014,144,12.0,Cases,Nigeria
1400,8/13/2014,144,4.0,Deaths,Nigeria
546,8/13/2014,144,1.0,Cases,Senegal
1522,8/13/2014,144,0.0,Deaths,Senegal
302,8/13/2014,144,810.0,Cases,SierraLeone
1278,8/13/2014,144,348.0,Deaths,SierraLeone
790,8/13/2014,144,1.0,Cases,Spain
1766,8/13/2014,144,0.0,Deaths,Spain
668,8/13/2014,144,4.0,Cases,UnitedStates
1644,8/13/2014,144,1.0,Deaths,UnitedStates
59,8/16/2014,147,543.0,Cases,Guinea
1035,8/16/2014,147,394.0,Deaths,Guinea
181,8/16/2014,147,834.0,Cases,Liberia
1157,8/16/2014,147,466.0,Deaths,Liberia
913,8/16/2014,147,7.0,Cases,Mali
1889,8/16/2014,147,6.0,Deaths,Mali
425,8/16/2014,147,15.0,Cases,Nigeria
1401,8/16/2014,147,4.0,Deaths,Nigeria
547,8/16/2014,147,1.0,Cases,Senegal
1523,8/16/2014,147,0.0,Deaths,Senegal
303,8/16/2014,147,848.0,Cases,SierraLeone
1279,8/16/2014,147,365.0,Deaths,SierraLeone
791,8/16/2014,147,1.0,Cases,Spain
1767,8/16/2014,147,0.0,Deaths,Spain
669,8/16/2014,147,4.0,Cases,UnitedStates
1645,8/16/2014,147,1.0,Deaths,UnitedStates
60,8/18/2014,149,579.0,Cases,Guinea
1036,8/18/2014,149,396.0,Deaths,Guinea
182,8/18/2014,149,972.0,Cases,Liberia
1158,8/18/2014,149,576.0,Deaths,Liberia
914,8/18/2014,149,7.0,Cases,Mali
1890,8/18/2014,149,6.0,Deaths,Mali
426,8/18/2014,149,15.0,Cases,Nigeria
1402,8/18/2014,149,4.0,Deaths,Nigeria
548,8/18/2014,149,1.0,Cases,Senegal
1524,8/18/2014,149,0.0,Deaths,Senegal
304,8/18/2014,149,907.0,Cases,SierraLeone
1280,8/18/2014,149,374.0,Deaths,SierraLeone
792,8/18/2014,149,1.0,Cases,Spain
1768,8/18/2014,149,0.0,Deaths,Spain
670,8/18/2014,149,4.0,Cases,UnitedStates
1646,8/18/2014,149,1.0,Deaths,UnitedStates
61,8/20/2014,151,607.0,Cases,Guinea
1037,8/20/2014,151,406.0,Deaths,Guinea
183,8/20/2014,151,1082.0,Cases,Liberia
1159,8/20/2014,151,624.0,Deaths,Liberia
915,8/20/2014,151,7.0,Cases,Mali
1891,8/20/2014,151,6.0,Deaths,Mali
427,8/20/2014,151,16.0,Cases,Nigeria
1403,8/20/2014,151,5.0,Deaths,Nigeria
549,8/20/2014,151,1.0,Cases,Senegal
1525,8/20/2014,151,0.0,Deaths,Senegal
305,8/20/2014,151,910.0,Cases,SierraLeone
1281,8/20/2014,151,392.0,Deaths,SierraLeone
793,8/20/2014,151,1.0,Cases,Spain
1769,8/20/2014,151,0.0,Deaths,Spain
671,8/20/2014,151,4.0,Cases,UnitedStates
1647,8/20/2014,151,1.0,Deaths,UnitedStates
62,8/26/2014,157,648.0,Cases,Guinea
1038,8/26/2014,157,430.0,Deaths,Guinea
184,8/26/2014,157,1378.0,Cases,Liberia
1160,8/26/2014,157,694.0,Deaths,Liberia
916,8/26/2014,157,7.0,Cases,Mali
1892,8/26/2014,157,6.0,Deaths,Mali
428,8/26/2014,157,17.0,Cases,Nigeria
1404,8/26/2014,157,6.0,Deaths,Nigeria
550,8/26/2014,157,1.0,Cases,Senegal
1526,8/26/2014,157,0.0,Deaths,Senegal
