,Date,Day,count,status,country
1434,10/31/2014,222,8.0,Deaths,Nigeria
580,10/31/2014,222,1.0,Cases,Senegal
1556,10/31/2014,222,0.0,Deaths,Senegal
336,10/31/2014,222,5338.0,Cases,SierraLeone
1312,10/31/2014,222,1510.0,Deaths,SierraLeone
824,10/31/2014,222,1.0,Cases,Spain
1800,10/31/2014,222,0.0,Deaths,Spain
702,10/31/2014,222,4.0,Cases,UnitedStates
1678,10/31/2014,222,1.0,Deaths,UnitedStates
93,11/2/2014,225,1731.0,Cases,Guinea
1069,11/2/2014,225,1041.0,Deaths,Guinea
215,11/2/2014,225,6525.0,Cases,Liberia
1191,11/2/2014,225,2697.0,Deaths,Liberia
947,11/2/2014,225,1.0,Cases,Mali
1923,11/2/2014,225,1.0,Deaths,Mali
459,11/2/2014,225,20.0,Cases,Nigeria
1435,11/2/2014,225,8.0,Deaths,Nigeria
581,11/2/2014,225,1.0,Cases,Senegal
1557,11/2/2014,225,0.0,Deaths,Senegal
337,11/2/2014,225,4759.0,Cases,SierraLeone
1313,11/2/2014,225,1070.0,Deaths,SierraLeone
825,11/2/2014,225,1.0,Cases,Spain
1801,11/2/2014,225,0.0,Deaths,Spain
703,11/2/2014,225,4.0,Cases,UnitedStates
1679,11/2/2014,225,1.0,Deaths,UnitedStates
94,11/3/2014,226,1760.0,Cases,Guinea
1070,11/3/2014,226,1054.0,Deaths,Guinea
216,11/3/2014,226,6525.0,Cases,Liberia
1192,11/3/2014,226,2697.0,Deaths,Liberia
948,11/3/2014,226,1.0,Cases,Mali
1924,11/3/2014,226,1.0,Deaths,Mali
460,11/3/2014,226,20.0,Cases,Nigeria
1436,11/3/2014,226,8.0,Deaths,Nigeria
582,11/3/2014,226,1.0,Cases,Senegal
1558,11/3/2014,226,0.0,Deaths,Senegal
338,11/3/2014,226,4759.0,Cases,SierraLeone
1314,11/3/2014,226,1070.0,Deaths,SierraLeone
826,11/3/2014,226,1.0,Cases,Spain
1802,11/3/2014,226,0.0,Deaths,Spain
704,11/3/2014,226,4.0,Cases,UnitedStates
1680,11/3/2014,226,1.0,Deaths,UnitedStates
95,11/4/2014,227,1760.0,Cases,Guinea
1071,11/4/2014,227,1054.0,Deaths,Guinea
217,11/4/2014,227,6619.0,Cases,Liberia
1193,11/4/2014,227,2766.0,Deaths,Liberia
949,11/4/2014,227,1.0,Cases,Mali
1925,11/4/2014,227,1.0,Deaths,Mali
461,11/4/2014,227,20.0,Cases,Nigeria
1437,11/4/2014,227,8.0,Deaths,Nigeria
583,11/4/2014,227,1.0,Cases,Senegal
1559,11/4/2014,227,0.0,Deaths,Senegal
339,11/4/2014,227,4862.0,Cases,SierraLeone
1315,11/4/2014,227,1130.0,Deaths,SierraLeone
827,11/4/2014,227,1.0,Cases,Spain
1803,11/4/2014,227,0.0,Deaths,Spain
705,11/4/2014,227,4.0,Cases,UnitedStates
1681,11/4/2014,227,1.0,Deaths,UnitedStates
96,11/8/2014,231,1760.0,Cases,Guinea
1072,11/8/2014,231,1054.0,Deaths,Guinea
218,11/8/2014,231,6822.0,Cases,Liberia
1194,11/8/2014,231,2836.0,Deaths,Liberia
950,11/8/2014,231,1.0,Cases,Mali
1926,11/8/2014,231,1.0,Deaths,Mali
462,11/8/2014,231,20.0,Cases,Nigeria
1438,11/8/2014,231,8.0,Deaths,Nigeria
584,11/8/2014,231,1.0,Cases,Senegal
1560,11/8/2014,231,0.0,Deaths,Senegal
340,11/8/2014,231,4862.0,Cases,SierraLeone
1316,11/8/2014,231,1130.0,Deaths,SierraLeone
828,11/8/2014,231,1.0,Cases,Spain
1804,11/8/2014,231,0.0,Deaths,Spain
706,11/8/2014,231,4.0,Cases,UnitedStates
1682,11/8/2014,231,1.0,Deaths,UnitedStates
97,11/9/2014,232,1878.0,Cases,Guinea
1073,11/9/2014,232,1142.0,Deaths,Guinea
219,11/9/2014,232,6822.0,Cases,Liberia
1195,11/9/2014,232,2836.0,Deaths,Liberia
951,11/9/2014,232,1.0,Cases,Mali
1927,11/9/2014,232,1.0,Deaths,Mali
463,11/9/2014,232,20.0,Cases,Nigeria
1439,11/9/2014,232,8.0,Deaths,Nigeria
585,11/9/2014,232,1.0,Cases,Senegal
1561,11/9/2014,232,0.0,Deaths,Senegal
341,11/9/2014,232,5368.0,Cases,SierraLeone
1317,11/9/2014,232,1169.0,Deaths,SierraLeone
829,11/9/2014,232,1.0,Cases,Spain
1805,11/9/2014,232,0.0,Deaths,Spain
707,11/9/2014,232,4.0,Cases,UnitedStates
1683,11/9/2014,232,1.0,Deaths,UnitedStates
98,11/10/2014,233,1878.0,Cases,Guinea
1074,11/10/2014,233,1142.0,Deaths,Guinea
220,11/10/2014,233,6878.0,Cases,Liberia
1196,11/10/2014,233,2812.0,Deaths,Liberia
952,11/10/2014,233,1.0,Cases,Mali
1928,11/10/2014,233,1.0,Deaths,Mali
464,11/10/2014,233,20.0,Cases,Nigeria
1440,11/10/2014,233,8.0,Deaths,Nigeria
586,11/10/2014,233,1.0,Cases,Senegal
1562,11/10/2014,233,0.0,Deaths,Senegal
342,11/10/2014,233,5368.0,Cases,SierraLeone
1318,11/10/2014,233,1169.0,Deaths,SierraLeone
830,11/10/2014,233,1.0,Cases,Spain
1806,11/10/2014,233,0.0,Deaths,Spain
708,11/10/2014,233,4.0,Cases,UnitedStates
1684,11/10/2014,233,1.0,Deaths,UnitedStates
99,11/11/2014,234,1919.0,Cases,Guinea
1075,11/11/2014,234,1166.0,Deaths,Guinea
221,11/11/2014,234,6878.0,Cases,Liberia
1197,11/11/2014,234,2812.0,Deaths,Liberia
953,11/11/2014,234,4.0,Cases,Mali
1929,11/11/2014,234,3.0,Deaths,Mali
465,11/11/2014,234,20.0,Cases,Nigeria
1441,11/11/2014,234,8.0,Deaths,Nigeria
587,11/11/2014,234,1.0,Cases,Senegal
1563,11/11/2014,234,0.0,Deaths,Senegal
343,11/11/2014,234,5586.0,Cases,SierraLeone
1319,11/11/2014,234,1187.0,Deaths,SierraLeone
831,11/11/2014,234,1.0,Cases,Spain
1807,11/11/2014,234,0.0,Deaths,Spain
709,11/11/2014,234,4.0,Cases,UnitedStates
1685,11/11/2014,234,1.0,Deaths,UnitedStates
100,11/15/2014,238,1919.0,Cases,Guinea
1076,11/15/2014,238,1166.0,Deaths,Guinea
222,11/15/2014,238,7069.0,Cases,Liberia
1198,11/15/2014,238,2964.0,Deaths,Liberia
954,11/15/2014,238,4.0,Cases,Mali
1930,11/15/2014,238,3.0,Deaths,Mali
466,11/15/2014,238,20.0,Cases,Nigeria
1442,11/15/2014,238,8.0,Deaths,Nigeria
588,11/15/2014,238,1.0,Cases,Senegal
1564,11/15/2014,238,0.0,Deaths,Senegal
344,11/15/2014,238,5586.0,Cases,SierraLeone
1320,11/15/2014,238,1187.0,Deaths,SierraLeone
832,11/15/2014,238,1.0,Cases,Spain
1808,11/15/2014,238,0.0,Deaths,Spain
710,11/15/2014,238,4.0,Cases,UnitedStates
1686,11/15/2014,238,1.0,Deaths,UnitedStates
101,11/16/2014,239,1971.0,Cases,Guinea
1077,11/16/2014,239,1192.0,Deaths,Guinea
223,11/16/2014,239,7069.0,Cases,Liberia
1199,11/16/2014,239,2964.0,Deaths,Liberia
955,11/16/2014,239,5.0,Cases,Mali
1931,11/16/2014,239,5.0,Deaths,Mali
467,11/16/2014,239,20.0,Cases,Nigeria
1443,11/16/2014,239,8.0,Deaths,Nigeria
589,11/16/2014,239,1.0,Cases,Senegal
1565,11/16/2014,239,0.0,Deaths,Senegal
345,11/16/2014,239,6073.0,Cases,SierraLeone
1321,11/16/2014,239,1250.0,Deaths,SierraLeone
833,11/16/2014,239,1.0,Cases,Spain
1809,11/16/2014,239,0.0,Deaths,Spain
711,11/16/2014,239,4.0,Cases,UnitedStates
1687,11/16/2014,239,1.0,Deaths,UnitedStates
102,11/18/2014,241,2047.0,Cases,Guinea
1078,11/18/2014,241,1214.0,Deaths,Guinea
224,11/18/2014,241,7082.0,Cases,Liberia
1200,11/18/2014,241,2963.0,Deaths,Liberia
956,11/18/2014,241,6.0,Cases,Mali
1932,11/18/2014,241,6.0,Deaths,Mali
468,11/18/2014,241,20.0,Cases,Nigeria
1444,11/18/2014,241,8.0,Deaths,Nigeria
590,11/18/2014,241,1.0,Cases,Senegal
1566,11/18/2014,241,0.0,Deaths,Senegal
346,11/18/2014,241,6190.0,Cases,SierraLeone
1322,11/18/2014,241,1267.0,Deaths,SierraLeone
834,11/18/2014,241,1.0,Cases,Spain
1810,11/18/2014,241,0.0,Deaths,Spain
712,11/18/2014,241,4.0,Cases,UnitedStates
1688,11/18/2014,241,1.0,Deaths,UnitedStates
103,11/22/2014,245,2047.0,Cases,Guinea
1079,11/22/2014,245,1214.0,Deaths,Guinea
225,11/22/2014,245,7168.0,Cases,Liberia
1201,11/22/2014,245,3016.0,Deaths,Liberia
957,11/22/2014,245,6.0,Cases,Mali
1933,11/22/2014,245,6.0,Deaths,Mali
469,11/22/2014,245,20.0,Cases,Nigeria
1445,11/22/2014,245,8.0,Deaths,Nigeria
591,11/22/2014,245,1.0,Cases,Senegal
1567,11/22/2014,245,0.0,Deaths,Senegal
347,11/22/2014,245,6190.0,Cases,SierraLeone
1323,11/22/2014,245,1267.0,Deaths,SierraLeone
835,11/22/2014,245,1.0,Cases,Spain
1811,11/22/2014,245,0.0,Deaths,Spain
713,11/22/2014,245,4.0,Cases,UnitedStates
1689,11/22/2014,245,1.0,Deaths,UnitedStates
104,11/23/2014,246,2134.0,Cases,Guinea
1080,11/23/2014,246,1260.0,Deaths,Guinea
226,11/23/2014,246,7168.0,Cases,Liberia
1202,11/23/2014,246,3016.0,Deaths,Liberia
958,11/23/2014,246,7.0,Cases,Mali
1934,11/23/2014,246,6.0,Deaths,Mali
470,11/23/2014,246,20.0,Cases,Nigeria
1446,11/23/2014,246,8.0,Deaths,Nigeria
592,11/23/2014,246,1.0,Cases,Senegal
1568,11/23/2014,246,0.0,Deaths,Senegal
348,11/23/2014,246,6599.0,Cases,SierraLeone
1324,11/23/2014,246,1398.0,Deaths,SierraLeone
836,11/23/2014,246,1.0,Cases,Spain
1812,11/23/2014,246,0.0,Deaths,Spain
714,11/23/2014,246,4.0,Cases,UnitedStates
1690,11/23/2014,246,1.0,Deaths,UnitedStates
105,11/28/2014,251,2134.0,Cases,Guinea
1081,11/28/2014,251,1260.0,Deaths,Guinea
227,11/28/2014,251,7635.0,Cases,Liberia
1203,11/28/2014,251,3145.0,Deaths,Liberia
959,11/28/2014,251,7.0,Cases,Mali
1935,11/28/2014,251,6.0,Deaths,Mali
471,11/28/2014,251,20.0,Cases,Nigeria
1447,11/28/2014,251,8.0,Deaths,Nigeria
593,11/28/2014,251,1.0,Cases,Senegal
1569,11/28/2014,251,0.0,Deaths,Senegal
349,11/28/2014,251,6599.0,Cases,SierraLeone
1325,11/28/2014,251,1398.0,Deaths,SierraLeone
837,11/28/2014,251,1.0,Cases,Spain
1813,11/28/2014,251,0.0,Deaths,Spain
715,11/28/2014,251,4.0,Cases,UnitedStates
1691,11/28/2014,251,1.0,Deaths,UnitedStates
106,11/30/2014,253,2164.0,Cases,Guinea
1082,11/30/2014,253,1327.0,Deaths,Guinea
228,11/30/2014,253,7635.0,Cases,Liberia
1204,11/30/2014,253,3145.0,Deaths,Liberia
960,11/30/2014,253,7.0,Cases,Mali
1936,11/30/2014,253,6.0,Deaths,Mali
472,11/30/2014,253,20.0,Cases,Nigeria
1448,11/30/2014,253,8.0,Deaths,Nigeria
594,11/30/2014,253,1.0,Cases,Senegal
1570,11/30/2014,253,0.0,Deaths,Senegal
350,11/30/2014,253,7312.0,Cases,SierraLeone
1326,11/30/2014,253,1583.0,Deaths,SierraLeone
838,11/30/2014,253,1.0,Cases,Spain
1814,11/30/2014,253,0.0,Deaths,Spain
716,11/30/2014,253,4.0,Cases,UnitedStates
1692,11/30/2014,253,1.0,Deaths,UnitedStates
107,12/3/2014,256,2164.0,Cases,Guinea
1083,12/3/2014,256,1327.0,Deaths,Guinea
229,12/3/2014,256,7719.0,Cases,Liberia
1205,12/3/2014,256,3177.0,Deaths,Liberia
961,12/3/2014,256,7.0,Cases,Mali
1937,12/3/2014,256,6.0,Deaths,Mali
473,12/3/2014,256,20.0,Cases,Nigeria
1449,12/3/2014,256,8.0,Deaths,Nigeria
595,12/3/2014,256,1.0,Cases,Senegal
1571,12/3/2014,256,0.0,Deaths,Senegal
351,12/3/2014,256,7312.0,Cases,SierraLeone
1327,12/3/2014,256,1583.0,Deaths,SierraLeone
839,12/3/2014,256,1.0,Cases,Spain
1815,12/3/2014,256,0.0,Deaths,Spain
717,12/3/2014,256,4.0,Cases,UnitedStates
1693,12/3/2014,256,1.0,Deaths,UnitedStates
108,12/7/2014,260,2292.0,Cases,Guinea
1084,12/7/2014,260,1428.0,Deaths,Guinea
230,12/7/2014,260,7719.0,Cases,Liberia
1206,12/7/2014,260,3177.0,Deaths,Liberia
962,12/7/2014,260,7.0,Cases,Mali
1938,12/7/2014,260,6.0,Deaths,Mali
474,12/7/2014,260,20.0,Cases,Nigeria
1450,12/7/2014,260,8.0,Deaths,Nigeria
596,12/7/2014,260,1.0,Cases,Senegal
1572,12/7/2014,260,0.0,Deaths,Senegal
352,12/7/2014,260,7897.0,Cases,SierraLeone
1328,12/7/2014,260,1768.0,Deaths,SierraLeone
840,12/7/2014,260,1.0,Cases,Spain
1816,12/7/2014,260,0.0,Deaths,Spain
718,12/7/2014,260,4.0,Cases,UnitedStates
1694,12/7/2014,260,1.0,Deaths,UnitedStates
109,12/9/2014,262,2292.0,Cases,Guinea
1085,12/9/2014,262,1428.0,Deaths,Guinea
231,12/9/2014,262,7797.0,Cases,Liberia
1207,12/9/2014,262,3290.0,Deaths,Liberia
963,12/9/2014,262,7.0,Cases,Mali
1939,12/9/2014,262,6.0,Deaths,Mali
475,12/9/2014,262,20.0,Cases,Nigeria
1451,12/9/2014,262,8.0,Deaths,Nigeria
597,12/9/2014,262,1.0,Cases,Senegal
1573,12/9/2014,262,0.0,Deaths,Senegal
353,12/9/2014,262,7897.0,Cases,SierraLeone
1329,12/9/2014,262,1768.0,Deaths,SierraLeone
841,12/9/2014,262,1.0,Cases,Spain
1817,12/9/2014,262,0.0,Deaths,Spain
719,12/9/2014,262,4.0,Cases,UnitedStates
1695,12/9/2014,262,1.0,Deaths,UnitedStates
110,12/14/2014,267,2416.0,Cases,Guinea
1086,12/14/2014,267,1525.0,Deaths,Guinea
232,12/14/2014,267,7797.0,Cases,Liberia
1208,12/14/2014,267,3290.0,Deaths,Liberia
964,12/14/2014,267,7.0,Cases,Mali
1940,12/14/2014,267,6.0,Deaths,Mali
476,12/14/2014,267,20.0,Cases,Nigeria
1452,12/14/2014,267,8.0,Deaths,Nigeria
598,12/14/2014,267,1.0,Cases,Senegal
1574,12/14/2014,267,0.0,Deaths,Senegal
354,12/14/2014,267,8356.0,Cases,SierraLeone
1330,12/14/2014,267,2085.0,Deaths,SierraLeone
842,12/14/2014,267,1.0,Cases,Spain
1818,12/14/2014,267,0.0,Deaths,Spain
720,12/14/2014,267,4.0,Cases,UnitedStates
1696,12/14/2014,267,1.0,Deaths,UnitedStates
111,12/18/2014,271,2416.0,Cases,Guinea
1087,12/18/2014,271,1525.0,Deaths,Guinea
233,12/18/2014,271,7830.0,Cases,Liberia
1209,12/18/2014,271,3376.0,Deaths,Liberia
965,12/18/2014,271,7.0,Cases,Mali
1941,12/18/2014,271,6.0,Deaths,Mali
477,12/18/2014,271,20.0,Cases,Nigeria
1453,12/18/2014,271,8.0,Deaths,Nigeria
599,12/18/2014,271,1.0,Cases,Senegal
1575,12/18/2014,271,0.0,Deaths,Senegal
355,12/18/2014,271,8356.0,Cases,SierraLeone
1331,12/18/2014,271,2085.0,Deaths,SierraLeone
843,12/18/2014,271,1.0,Cases,Spain
1819,12/18/2014,271,0.0,Deaths,Spain
721,12/18/2014,271,4.0,Cases,UnitedStates
1697,12/18/2014,271,1.0,Deaths,UnitedStates
112,12/20/2014,272,2571.0,Cases,Guinea
1088,12/20/2014,272,1586.0,Deaths,Guinea
234,12/20/2014,272,7862.0,Cases,Liberia
1210,12/20/2014,272,3384.0,Deaths,Liberia
966,12/20/2014,272,7.0,Cases,Mali
1942,12/20/2014,272,6.0,Deaths,Mali
478,12/20/2014,272,20.0,Cases,Nigeria
1454,12/20/2014,272,8.0,Deaths,Nigeria
600,12/20/2014,272,1.0,Cases,Senegal
1576,12/20/2014,272,0.0,Deaths,Senegal
356,12/20/2014,272,8939.0,Cases,SierraLeone
1332,12/20/2014,272,2556.0,Deaths,SierraLeone
844,12/20/2014,272,1.0,Cases,Spain
1820,12/20/2014,272,0.0,Deaths,Spain
722,12/20/2014,272,4.0,Cases,UnitedStates
1698,12/20/2014,272,1.0,Deaths,UnitedStates
113,12/21/2014,273,2597.0,Cases,Guinea
1089,12/21/2014,273,1607.0,Deaths,Guinea
235,12/21/2014,273,7862.0,Cases,Liberia
1211,12/21/2014,273,3384.0,Deaths,Liberia
967,12/21/2014,273,7.0,Cases,Mali
1943,12/21/2014,273,6.0,Deaths,Mali
479,12/21/2014,273,20.0,Cases,Nigeria
1455,12/21/2014,273,8.0,Deaths,Nigeria
601,12/21/2014,273,1.0,Cases,Senegal
1577,12/21/2014,273,0.0,Deaths,Senegal
357,12/21/2014,273,9004.0,Cases,SierraLeone
1333,12/21/2014,273,2582.0,Deaths,SierraLeone
845,12/21/2014,273,1.0,Cases,Spain
1821,12/21/2014,273,0.0,Deaths,Spain
723,12/21/2014,273,4.0,Cases,UnitedStates
1699,12/21/2014,273,1.0,Deaths,UnitedStates
114,12/24/2014,277,2630.0,Cases,Guinea
1090,12/24/2014,277,1607.0,Deaths,Guinea
236,12/24/2014,277,7977.0,Cases,Liberia
1212,12/24/2014,277,3413.0,Deaths,Liberia
968,12/24/2014,277,7.0,Cases,Mali
1944,12/24/2014,277,6.0,Deaths,Mali
480,12/24/2014,277,20.0,Cases,Nigeria
1456,12/24/2014,277,8.0,Deaths,Nigeria
602,12/24/2014,277,1.0,Cases,Senegal
1578,12/24/2014,277,0.0,Deaths,Senegal
358,12/24/2014,277,9203.0,Cases,SierraLeone
1334,12/24/2014,277,2655.0,Deaths,SierraLeone
846,12/24/2014,277,1.0,Cases,Spain
1822,12/24/2014,277,0.0,Deaths,Spain
724,12/24/2014,277,4.0,Cases,UnitedStates
1700,12/24/2014,277,1.0,Deaths,UnitedStates
115,12/27/2014,280,2695.0,Cases,Guinea
1091,12/27/2014,280,1697.0,Deaths,Guinea
237,12/27/2014,280,7977.0,Cases,Liberia
1213,12/27/2014,280,3413.0,Deaths,Liberia
969,12/27/2014,280,7.0,Cases,Mali
1945,12/27/2014,280,6.0,Deaths,Mali
481,12/27/2014,280,20.0,Cases,Nigeria
1457,12/27/2014,280,8.0,Deaths,Nigeria
603,12/27/2014,280,1.0,Cases,Senegal
1579,12/27/2014,280,0.0,Deaths,Senegal
359,12/27/2014,280,9409.0,Cases,SierraLeone
1335,12/27/2014,280,2732.0,Deaths,SierraLeone
847,12/27/2014,280,1.0,Cases,Spain
1823,12/27/2014,280,0.0,Deaths,Spain
725,12/27/2014,280,4.0,Cases,UnitedStates
1701,12/27/2014,280,1.0,Deaths,UnitedStates
116,12/28/2014,281,2706.0,Cases,Guinea
1092,12/28/2014,281,1708.0,Deaths,Guinea
238,12/28/2014,281,8018.0,Cases,Liberia
1214,12/28/2014,281,3423.0,Deaths,Liberia
970,12/28/2014,281,7.0,Cases,Mali
1946,12/28/2014,281,6.0,Deaths,Mali
482,12/28/2014,281,20.0,Cases,Nigeria
1458,12/28/2014,281,8.0,Deaths,Nigeria
604,12/28/2014,281,1.0,Cases,Senegal
1580,12/28/2014,281,0.0,Deaths,Senegal
360,12/28/2014,281,9446.0,Cases,SierraLeone
1336,12/28/2014,281,2758.0,Deaths,SierraLeone
848,12/28/2014,281,1.0,Cases,Spain
1824,12/28/2014,281,0.0,Deaths,Spain
726,12/28/2014,281,4.0,Cases,UnitedStates
1702,12/28/2014,281,1.0,Deaths,UnitedStates
117,12/31/2014,284,2730.0,Cases,Guinea
1093,12/31/2014,284,1739.0,Deaths,Guinea
239,12/31/2014,284,8115.0,Cases,Liberia
1215,12/31/2014,284,3471.0,Deaths,Liberia
971,12/31/2014,284,7.0,Cases,Mali
1947,12/31/2014,284,6.0,Deaths,Mali
483,12/31/2014,284,20.0,Cases,Nigeria
1459,12/31/2014,284,8.0,Deaths,Nigeria
605,12/31/2014,284,1.0,Cases,Senegal
1581,12/31/2014,284,0.0,Deaths,Senegal
361,12/31/2014,284,9633.0,Cases,SierraLeone
1337,12/31/2014,284,2827.0,Deaths,SierraLeone
849,12/31/2014,284,1.0,Cases,Spain
1825,12/31/2014,284,0.0,Deaths,Spain
727,12/31/2014,284,4.0,Cases,UnitedStates
1703,12/31/2014,284,1.0,Deaths,UnitedStates
118,1/2/2015,286,2730.0,Cases,Guinea
1094,1/2/2015,286,1739.0,Deaths,Guinea
240,1/2/2015,286,8157.0,Cases,Liberia
1216,1/2/2015,286,3496.0,Deaths,Liberia
972,1/2/2015,286,7.0,Cases,Mali
1948,1/2/2015,286,6.0,Deaths,Mali
484,1/2/2015,286,20.0,Cases,Nigeria
1460,1/2/2015,286,8.0,Deaths,Nigeria
606,1/2/2015,286,1.0,Cases,Senegal
1582,1/2/2015,286,0.0,Deaths,Senegal
362,1/2/2015,286,9633.0,Cases,SierraLeone
1338,1/2/2015,286,2827.0,Deaths,SierraLeone
850,1/2/2015,286,1.0,Cases,Spain
1826,1/2/2015,286,0.0,Deaths,Spain
728,1/2/2015,286,4.0,Cases,UnitedStates
1704,1/2/2015,286,1.0,Deaths,UnitedStates
119,1/3/2015,287,2769.0,Cases,Guinea
1095,1/3/2015,287,1767.0,Deaths,Guinea
241,1/3/2015,287,8166.0,Cases,Liberia
1217,1/3/2015,287,3496.0,Deaths,Liberia
973,1/3/2015,287,7.0,Cases,Mali
1949,1/3/2015,287,6.0,Deaths,Mali
485,1/3/2015,287,20.0,Cases,Nigeria
1461,1/3/2015,287,8.0,Deaths,Nigeria
607,1/3/2015,287,1.0,Cases,Senegal
1583,1/3/2015,287,0.0,Deaths,Senegal
363,1/3/2015,287,9722.0,Cases,SierraLeone
1339,1/3/2015,287,2915.0,Deaths,SierraLeone
851,1/3/2015,287,1.0,Cases,Spain
1827,1/3/2015,287,0.0,Deaths,Spain
729,1/3/2015,287,4.0,Cases,UnitedStates
1705,1/3/2015,287,1.0,Deaths,UnitedStates
120,1/4/2015,288,2775.0,Cases,Guinea
1096,1/4/2015,288,1781.0,Deaths,Guinea
242,1/4/2015,288,8166.0,Cases,Liberia
1218,1/4/2015,288,3496.0,Deaths,Liberia
974,1/4/2015,288,7.0,Cases,Mali
1950,1/4/2015,288,6.0,Deaths,Mali
486,1/4/2015,288,20.0,Cases,Nigeria
1462,1/4/2015,288,8.0,Deaths,Nigeria
608,1/4/2015,288,1.0,Cases,Senegal
1584,1/4/2015,288,0.0,Deaths,Senegal
364,1/4/2015,288,9780.0,Cases,SierraLeone
1340,1/4/2015,288,2943.0,Deaths,SierraLeone
852,1/4/2015,288,1.0,Cases,Spain
1828,1/4/2015,288,0.0,Deaths,Spain
730,1/4/2015,288,4.0,Cases,UnitedStates
1706,1/4/2015,288,1.0,Deaths,UnitedStates
121,1/5/2015,289,2776.0,Cases,Guinea
1097,1/5/2015,289,1786.0,Deaths,Guinea
243,1/5/2015,289,8166.0,Cases,Liberia
1219,1/5/2015,289,3496.0,Deaths,Liberia
975,1/5/2015,289,7.0,Cases,Mali
1951,1/5/2015,289,6.0,Deaths,Mali
487,1/5/2015,289,20.0,Cases,Nigeria
1463,1/5/2015,289,8.0,Deaths,Nigeria
609,1/5/2015,289,1.0,Cases,Senegal
1585,1/5/2015,289,0.0,Deaths,Senegal
365,1/5/2015,289,10030.0,Cases,SierraLeone
1341,1/5/2015,289,2977.0,Deaths,SierraLeone
853,1/5/2015,289,1.0,Cases,Spain
1829,1/5/2015,289,0.0,Deaths,Spain
731,1/5/2015,289,4.0,Cases,UnitedStates
1707,1/5/2015,289,1.0,Deaths,UnitedStates
